Timestamp,Origin,Destination,DistanceMiles,DurationHours,Weather,Temperature,SourceAPI
2025-05-02T05:08:49.998018,"Harrisburg, PA","Nashville, TN",719.63,10.66,18.36,Clouds,Google
2025-05-02T05:08:52.062948,"Harrisburg, PA","Nashville, TN",718.66,12.0,18.21,Mist,ORS
2025-05-02T05:08:53.165722,"Harrisburg, PA","Nashville, TN",718.03,11.1,18.36,Clouds,HERE
2025-05-02T05:08:54.698777,"Harrisburg, PA","Nashville, TN",719.14,10.71,18.36,Clouds,GraphHopper
2025-05-02T05:08:55.789374,"Harrisburg, PA","Nashville, TN",719.38,11.05,18.36,Clouds,Mapbox
2025-05-02T05:08:59.908878,"Harrisburg, PA","Salt Lake City, UT",2039.74,29.98,18.36,Clouds,Google
2025-05-02T05:09:01.965008,"Harrisburg, PA","Salt Lake City, UT",2039.62,32.41,18.36,Clouds,ORS
2025-05-02T05:09:03.149367,"Harrisburg, PA","Salt Lake City, UT",2042.68,29.78,18.21,Mist,HERE
2025-05-02T05:09:04.665024,"Harrisburg, PA","Salt Lake City, UT",2037.94,29.1,18.36,Clouds,GraphHopper
2025-05-02T05:09:05.749764,"Harrisburg, PA","Salt Lake City, UT",2042.16,31.09,18.21,Mist,Mapbox
2025-05-02T05:09:10.028480,"Harrisburg, PA","Denver, CO",1624.97,23.96,18.21,Mist,Google
2025-05-02T05:09:12.068598,"Harrisburg, PA","Denver, CO",1643.95,26.7,18.21,Mist,ORS
2025-05-02T05:09:13.245893,"Harrisburg, PA","Denver, CO",1628.5,24.17,18.21,Mist,HERE
2025-05-02T05:09:14.696594,"Harrisburg, PA","Denver, CO",1625.45,23.89,18.21,Mist,GraphHopper
2025-05-02T05:09:16.035849,"Harrisburg, PA","Denver, CO",1626.82,24.67,18.21,Mist,Mapbox
2025-05-02T05:09:18.702022,"Harrisburg, PA","New York City, NY",169.41,2.87,18.21,Mist,Google
2025-05-02T05:09:20.358156,"Harrisburg, PA","New York City, NY",170.92,3.41,18.21,Mist,ORS
2025-05-02T05:09:21.444456,"Harrisburg, PA","New York City, NY",172.24,2.99,18.21,Mist,HERE
2025-05-02T05:09:22.776341,"Harrisburg, PA","New York City, NY",171.16,2.92,18.21,Mist,GraphHopper
2025-05-02T05:09:23.855334,"Harrisburg, PA","New York City, NY",171.06,3.09,18.21,Mist,Mapbox
2025-05-02T05:09:27.345015,"Harrisburg, PA","Cincinnati, OH",471.19,7.29,18.21,Mist,Google
2025-05-02T05:09:29.252973,"Harrisburg, PA","Cincinnati, OH",471.49,8.58,18.21,Mist,ORS
2025-05-02T05:09:30.381746,"Harrisburg, PA","Cincinnati, OH",480.15,7.61,18.21,Mist,HERE
2025-05-02T05:09:31.793436,"Harrisburg, PA","Cincinnati, OH",471.77,7.36,18.21,Mist,GraphHopper
2025-05-02T05:09:32.874029,"Harrisburg, PA","Cincinnati, OH",472.03,7.55,18.21,Mist,Mapbox
2025-05-02T05:09:37.094620,"Harrisburg, PA","Seattle, WA",2698.86,39.84,18.21,Mist,Google
2025-05-02T05:09:39.263247,"Harrisburg, PA","Seattle, WA",2719.36,43.4,18.36,Clouds,ORS
2025-05-02T05:09:40.476533,"Harrisburg, PA","Seattle, WA",2728.03,41.2,18.36,Clouds,HERE
2025-05-02T05:09:42.069804,"Harrisburg, PA","Seattle, WA",2720.11,39.2,18.21,Mist,GraphHopper
2025-05-02T05:09:43.151725,"Harrisburg, PA","Seattle, WA",2722.45,41.52,18.21,Mist,Mapbox
2025-05-02T05:09:46.668400,"Harrisburg, PA","Orlando, FL",957.6,14.01,18.21,Mist,Google
2025-05-02T05:09:48.555954,"Harrisburg, PA","Orlando, FL",962.59,16.63,18.21,Mist,ORS
2025-05-02T05:09:49.685776,"Harrisburg, PA","Orlando, FL",958.67,15.0,18.21,Mist,HERE
2025-05-02T05:09:51.131764,"Harrisburg, PA","Orlando, FL",961.15,14.65,18.21,Mist,GraphHopper
2025-05-02T05:09:52.212822,"Harrisburg, PA","Orlando, FL",962.38,14.91,18.21,Mist,Mapbox
2025-05-02T05:09:55.118197,"Harrisburg, PA","Washington, DC",119.67,2.21,18.21,Mist,Google
2025-05-02T05:09:56.709022,"Harrisburg, PA","Washington, DC",122.66,2.7,18.21,Mist,ORS
2025-05-02T05:09:57.779883,"Harrisburg, PA","Washington, DC",129.51,2.39,18.21,Mist,HERE
2025-05-02T05:09:59.127829,"Harrisburg, PA","Washington, DC",119.42,2.25,18.21,Mist,GraphHopper
2025-05-02T05:10:00.471331,"Harrisburg, PA","Washington, DC",117.74,2.47,18.21,Mist,Mapbox
2025-05-02T05:10:03.795531,"Harrisburg, PA","Detroit, MI",483.2,7.29,18.21,Mist,Google
2025-05-02T05:10:05.627445,"Harrisburg, PA","Detroit, MI",481.81,8.22,18.21,Mist,ORS
2025-05-02T05:10:06.728031,"Harrisburg, PA","Detroit, MI",482.84,7.28,18.21,Mist,HERE
2025-05-02T05:10:08.177290,"Harrisburg, PA","Detroit, MI",481.88,7.24,18.21,Mist,GraphHopper
2025-05-02T05:10:09.271960,"Harrisburg, PA","Detroit, MI",482.66,7.53,18.21,Mist,Mapbox
2025-05-02T05:10:12.977772,"Harrisburg, PA","Houston, TX",1462.22,21.36,18.21,Mist,Google
2025-05-02T05:10:14.845685,"Harrisburg, PA","Houston, TX",1462.95,24.35,18.36,Clouds,ORS
2025-05-02T05:10:16.001519,"Harrisburg, PA","Houston, TX",1462.17,22.24,18.21,Mist,HERE
2025-05-02T05:10:17.452240,"Harrisburg, PA","Houston, TX",1463.33,21.71,18.21,Mist,GraphHopper
2025-05-02T05:10:18.537443,"Harrisburg, PA","Houston, TX",1464.61,22.09,18.36,Clouds,Mapbox
2025-05-02T05:10:22.381843,"Harrisburg, PA","Miami, FL",1168.82,16.97,18.21,Mist,Google
2025-05-02T05:10:24.133623,"Harrisburg, PA","Miami, FL",1166.48,20.08,18.36,Clouds,ORS
2025-05-02T05:10:25.267337,"Harrisburg, PA","Miami, FL",1163.07,18.27,18.21,Mist,HERE
2025-05-02T05:10:26.800270,"Harrisburg, PA","Miami, FL",1165.86,17.66,18.21,Mist,GraphHopper
2025-05-02T05:10:27.873941,"Harrisburg, PA","Miami, FL",1167.1,18.02,18.21,Mist,Mapbox
2025-05-02T05:10:30.725471,"Harrisburg, PA","Baltimore, MD",79.41,1.34,18.21,Mist,Google
2025-05-02T05:10:32.340084,"Harrisburg, PA","Baltimore, MD",78.61,1.73,18.21,Mist,ORS
2025-05-02T05:10:33.406625,"Harrisburg, PA","Baltimore, MD",78.78,1.44,18.21,Mist,HERE
2025-05-02T05:10:34.748977,"Harrisburg, PA","Baltimore, MD",78.68,1.41,18.21,Mist,GraphHopper
2025-05-02T05:10:35.819498,"Harrisburg, PA","Baltimore, MD",78.85,1.41,18.21,Mist,Mapbox
2025-05-02T05:10:38.811755,"Harrisburg, PA","Pittsburgh, PA",203.19,3.26,18.21,Mist,Google
2025-05-02T05:10:40.989105,"Harrisburg, PA","Pittsburgh, PA",202.54,3.81,18.21,Mist,ORS
2025-05-02T05:10:42.057173,"Harrisburg, PA","Pittsburgh, PA",203.7,3.29,18.21,Mist,HERE
2025-05-02T05:10:43.389118,"Harrisburg, PA","Pittsburgh, PA",203.17,3.21,18.21,Mist,GraphHopper
2025-05-02T05:10:44.465768,"Harrisburg, PA","Pittsburgh, PA",203.25,3.43,18.21,Mist,Mapbox
2025-05-02T05:10:48.420540,"Harrisburg, PA","Las Vegas, NV",2372.33,34.6,18.21,Mist,Google
2025-05-02T05:10:50.594698,"Harrisburg, PA","Las Vegas, NV",2388.09,37.95,18.21,Mist,ORS
2025-05-02T05:10:51.800691,"Harrisburg, PA","Las Vegas, NV",2374.84,34.42,18.21,Mist,HERE
2025-05-02T05:10:53.371702,"Harrisburg, PA","Las Vegas, NV",2389.3,34.18,18.21,Mist,GraphHopper
2025-05-02T05:10:54.453433,"Harrisburg, PA","Las Vegas, NV",2375.18,35.94,18.21,Mist,Mapbox
2025-05-02T05:10:57.897401,"Harrisburg, PA","Chicago, IL",657.96,9.97,18.21,Mist,Google
2025-05-02T05:10:59.661313,"Harrisburg, PA","Chicago, IL",655.99,11.21,18.36,Clouds,ORS
2025-05-02T05:11:00.765930,"Harrisburg, PA","Chicago, IL",659.06,10.15,18.36,Clouds,HERE
2025-05-02T05:11:02.304427,"Harrisburg, PA","Chicago, IL",656.85,9.86,18.21,Mist,GraphHopper
2025-05-02T05:11:03.377731,"Harrisburg, PA","Chicago, IL",658.32,10.25,18.21,Mist,Mapbox
2025-05-02T05:11:06.441466,"Harrisburg, PA","Boston, MA",382.45,6.2,18.21,Mist,Google
2025-05-02T05:11:08.257518,"Harrisburg, PA","Boston, MA",413.05,7.76,18.21,Mist,ORS
2025-05-02T05:11:09.343795,"Harrisburg, PA","Boston, MA",395.26,6.72,18.21,Mist,HERE
2025-05-02T05:11:10.759584,"Harrisburg, PA","Boston, MA",381.24,6.44,18.21,Mist,GraphHopper
2025-05-02T05:11:11.834156,"Harrisburg, PA","Boston, MA",393.78,6.84,18.21,Mist,Mapbox
2025-05-02T05:11:16.271405,"Harrisburg, PA","Boise, ID",2336.97,34.17,18.21,Mist,Google
2025-05-02T05:11:18.358400,"Harrisburg, PA","Boise, ID",2335.32,36.6,18.21,Mist,ORS
2025-05-02T05:11:19.534821,"Harrisburg, PA","Boise, ID",2338.26,33.9,18.21,Mist,HERE
2025-05-02T05:11:21.042851,"Harrisburg, PA","Boise, ID",2335.44,33.09,18.21,Mist,GraphHopper
2025-05-02T05:11:22.440564,"Harrisburg, PA","Boise, ID",2337.63,35.39,18.21,Mist,Mapbox
2025-05-02T05:11:25.702913,"Harrisburg, PA","Portland, ME",482.09,7.62,18.21,Mist,Google
2025-05-02T05:11:27.562849,"Harrisburg, PA","Portland, ME",514.59,9.54,18.21,Mist,ORS
2025-05-02T05:11:28.663120,"Harrisburg, PA","Portland, ME",495.03,8.19,18.21,Mist,HERE
2025-05-02T05:11:30.337360,"Harrisburg, PA","Portland, ME",480.25,7.96,18.21,Mist,GraphHopper
2025-05-02T05:11:31.410846,"Harrisburg, PA","Portland, ME",492.89,8.31,18.21,Mist,Mapbox
2025-05-02T05:11:36.860696,"Harrisburg, PA","Portland, OR",2763.67,40.55,18.21,Mist,Google
2025-05-02T05:11:38.971194,"Harrisburg, PA","Portland, OR",2760.86,43.51,18.21,Mist,ORS
2025-05-02T05:11:40.159849,"Harrisburg, PA","Portland, OR",2765.06,40.99,18.21,Mist,HERE
2025-05-02T05:11:41.720157,"Harrisburg, PA","Portland, OR",2761.75,39.22,18.21,Mist,GraphHopper
2025-05-02T05:11:42.797549,"Harrisburg, PA","Portland, OR",2764.22,42.02,18.21,Mist,Mapbox
2025-05-02T05:11:46.163400,"Nashville, TN","Harrisburg, PA",719.77,10.63,17.99,Clouds,Google
2025-05-02T05:11:48.113546,"Nashville, TN","Harrisburg, PA",718.26,11.98,18.18,Clouds,ORS
2025-05-02T05:11:49.217238,"Nashville, TN","Harrisburg, PA",718.08,11.14,18.18,Clouds,HERE
2025-05-02T05:11:50.757223,"Nashville, TN","Harrisburg, PA",718.61,10.73,18.18,Clouds,GraphHopper
2025-05-02T05:11:51.832617,"Nashville, TN","Harrisburg, PA",719.08,10.98,18.18,Clouds,Mapbox
2025-05-02T05:11:56.026384,"Nashville, TN","Salt Lake City, UT",1631.42,23.84,17.99,Clouds,Google
2025-05-02T05:11:57.879011,"Nashville, TN","Salt Lake City, UT",1634.8,25.69,18.18,Clouds,ORS
2025-05-02T05:11:59.037483,"Nashville, TN","Salt Lake City, UT",1632.95,23.66,18.18,Clouds,HERE
2025-05-02T05:12:00.631046,"Nashville, TN","Salt Lake City, UT",1631.8,23.3,18.18,Clouds,GraphHopper
2025-05-02T05:12:01.709253,"Nashville, TN","Salt Lake City, UT",1632.28,24.78,18.18,Clouds,Mapbox
2025-05-02T05:12:05.775029,"Nashville, TN","Denver, CO",1156.64,16.75,18.18,Clouds,Google
2025-05-02T05:12:07.629591,"Nashville, TN","Denver, CO",1156.64,18.62,18.18,Clouds,ORS
2025-05-02T05:12:08.776450,"Nashville, TN","Denver, CO",1157.39,17.01,18.18,Clouds,HERE
2025-05-02T05:12:10.437911,"Nashville, TN","Denver, CO",1156.48,16.61,18.18,Clouds,GraphHopper
2025-05-02T05:12:11.513581,"Nashville, TN","Denver, CO",1157.07,17.32,18.18,Clouds,Mapbox
2025-05-02T05:12:15.092726,"Nashville, TN","New York City, NY",885.77,13.28,17.99,Clouds,Google
2025-05-02T05:12:17.199834,"Nashville, TN","New York City, NY",884.14,15.16,17.99,Clouds,ORS
2025-05-02T05:12:18.316602,"Nashville, TN","New York City, NY",886.13,13.98,17.99,Clouds,HERE
2025-05-02T05:12:19.773483,"Nashville, TN","New York City, NY",884.72,13.47,18.18,Clouds,GraphHopper
2025-05-02T05:12:20.861977,"Nashville, TN","New York City, NY",885.08,13.85,18.18,Clouds,Mapbox
2025-05-02T05:12:23.758262,"Nashville, TN","Cincinnati, OH",272.45,4.23,18.18,Clouds,Google
2025-05-02T05:12:25.386431,"Nashville, TN","Cincinnati, OH",274.87,4.67,18.18,Clouds,ORS
2025-05-02T05:12:26.498923,"Nashville, TN","Cincinnati, OH",272.47,4.46,18.18,Clouds,HERE
2025-05-02T05:12:27.843546,"Nashville, TN","Cincinnati, OH",270.95,4.1,18.18,Clouds,GraphHopper
2025-05-02T05:12:29.148062,"Nashville, TN","Cincinnati, OH",272.18,4.25,18.18,Clouds,Mapbox
2025-05-02T05:12:33.805549,"Nashville, TN","Seattle, WA",2390.78,35.14,18.18,Clouds,Google
2025-05-02T05:12:35.944905,"Nashville, TN","Seattle, WA",2416.17,37.88,18.18,Clouds,ORS
2025-05-02T05:12:38.172711,"Nashville, TN","Seattle, WA",2394.6,35.86,18.18,Clouds,HERE
2025-05-02T05:12:39.733192,"Nashville, TN","Seattle, WA",2424.22,34.48,18.18,Clouds,GraphHopper
2025-05-02T05:12:40.804574,"Nashville, TN","Seattle, WA",2392.25,36.43,18.18,Clouds,Mapbox
2025-05-02T05:12:44.399837,"Nashville, TN","Orlando, FL",686.59,10.0,18.18,Clouds,Google
2025-05-02T05:12:46.143973,"Nashville, TN","Orlando, FL",688.58,11.55,18.18,Clouds,ORS
2025-05-02T05:12:47.584056,"Nashville, TN","Orlando, FL",690.33,10.34,18.18,Clouds,HERE
2025-05-02T05:12:49.089219,"Nashville, TN","Orlando, FL",685.36,10.2,18.18,Clouds,GraphHopper
2025-05-02T05:12:50.189616,"Nashville, TN","Orlando, FL",685.91,10.51,18.18,Clouds,Mapbox
2025-05-02T05:12:53.381813,"Nashville, TN","Washington, DC",665.81,9.93,18.18,Clouds,Google
2025-05-02T05:12:55.231208,"Nashville, TN","Washington, DC",663.79,11.06,18.18,Clouds,ORS
2025-05-02T05:12:56.329944,"Nashville, TN","Washington, DC",672.34,10.58,18.18,Clouds,HERE
2025-05-02T05:12:57.764837,"Nashville, TN","Washington, DC",664.1,9.9,18.18,Clouds,GraphHopper
2025-05-02T05:12:58.839016,"Nashville, TN","Washington, DC",664.14,10.25,18.18,Clouds,Mapbox
2025-05-02T05:13:02.241401,"Nashville, TN","Detroit, MI",534.89,8.01,18.18,Clouds,Google
2025-05-02T05:13:04.071989,"Nashville, TN","Detroit, MI",536.49,9.35,18.18,Clouds,ORS
2025-05-02T05:13:05.225341,"Nashville, TN","Detroit, MI",533.73,8.37,18.18,Clouds,HERE
2025-05-02T05:13:06.798290,"Nashville, TN","Detroit, MI",532.46,8.1,18.18,Clouds,GraphHopper
2025-05-02T05:13:08.173756,"Nashville, TN","Detroit, MI",534.39,8.2,18.18,Clouds,Mapbox
2025-05-02T05:13:11.448724,"Nashville, TN","Houston, TX",778.86,11.85,18.18,Clouds,Google
2025-05-02T05:13:13.232949,"Nashville, TN","Houston, TX",778.88,13.16,18.18,Clouds,ORS
2025-05-02T05:13:14.374439,"Nashville, TN","Houston, TX",780.04,12.21,18.18,Clouds,HERE
2025-05-02T05:13:15.789301,"Nashville, TN","Houston, TX",779.76,12.11,18.18,Clouds,GraphHopper
2025-05-02T05:13:17.173456,"Nashville, TN","Houston, TX",797.98,12.47,18.18,Clouds,Mapbox
2025-05-02T05:13:20.956374,"Nashville, TN","Miami, FL",910.45,13.22,18.18,Clouds,Google
2025-05-02T05:13:22.813434,"Nashville, TN","Miami, FL",912.32,15.26,18.18,Clouds,ORS
2025-05-02T05:13:23.927780,"Nashville, TN","Miami, FL",913.32,13.86,18.18,Clouds,HERE
2025-05-02T05:13:25.360274,"Nashville, TN","Miami, FL",907.95,13.51,18.18,Clouds,GraphHopper
2025-05-02T05:13:26.857196,"Nashville, TN","Miami, FL",908.75,13.91,18.18,Clouds,Mapbox
2025-05-02T05:13:30.608190,"Nashville, TN","Baltimore, MD",703.35,10.48,18.18,Clouds,Google
2025-05-02T05:13:32.444117,"Nashville, TN","Baltimore, MD",701.7,11.78,18.18,Clouds,ORS
2025-05-02T05:13:33.554316,"Nashville, TN","Baltimore, MD",704.41,11.24,18.18,Clouds,HERE
2025-05-02T05:13:34.991853,"Nashville, TN","Baltimore, MD",702.23,10.48,18.18,Clouds,GraphHopper
2025-05-02T05:13:36.409074,"Nashville, TN","Baltimore, MD",700.03,11.05,18.18,Clouds,Mapbox
2025-05-02T05:13:39.656488,"Nashville, TN","Pittsburgh, PA",561.21,8.51,18.18,Clouds,Google
2025-05-02T05:13:41.443787,"Nashville, TN","Pittsburgh, PA",572.36,9.94,18.18,Clouds,ORS
2025-05-02T05:13:42.585434,"Nashville, TN","Pittsburgh, PA",561.91,8.92,18.18,Clouds,HERE
2025-05-02T05:13:44.092565,"Nashville, TN","Pittsburgh, PA",559.74,8.59,18.18,Clouds,GraphHopper
2025-05-02T05:13:45.504083,"Nashville, TN","Pittsburgh, PA",561.15,8.89,18.18,Clouds,Mapbox
2025-05-02T05:13:49.543427,"Nashville, TN","Las Vegas, NV",1792.76,25.69,18.18,Clouds,Google
2025-05-02T05:13:51.487237,"Nashville, TN","Las Vegas, NV",1793.34,27.73,18.18,Clouds,ORS
2025-05-02T05:13:52.639487,"Nashville, TN","Las Vegas, NV",1797.18,25.83,18.18,Clouds,HERE
2025-05-02T05:13:54.085804,"Nashville, TN","Las Vegas, NV",1794.24,25.34,18.18,Clouds,GraphHopper
2025-05-02T05:13:55.641002,"Nashville, TN","Las Vegas, NV",1796.27,26.89,18.18,Clouds,Mapbox
2025-05-02T05:13:58.950986,"Nashville, TN","Chicago, IL",471.33,7.03,18.18,Clouds,Google
2025-05-02T05:14:00.758090,"Nashville, TN","Chicago, IL",468.38,8.52,18.18,Clouds,ORS
2025-05-02T05:14:02.127463,"Nashville, TN","Chicago, IL",470.4,7.89,18.18,Clouds,HERE
2025-05-02T05:14:03.538172,"Nashville, TN","Chicago, IL",469.04,7.21,18.18,Clouds,GraphHopper
2025-05-02T05:14:04.860872,"Nashville, TN","Chicago, IL",470.14,7.35,18.18,Clouds,Mapbox
2025-05-02T05:14:08.833302,"Nashville, TN","Boston, MA",1153.72,17.0,18.18,Clouds,Google
2025-05-02T05:14:10.747755,"Nashville, TN","Boston, MA",1126.26,19.51,18.18,Clouds,ORS
2025-05-02T05:14:12.008970,"Nashville, TN","Boston, MA",1113.93,18.2,18.18,Clouds,HERE
2025-05-02T05:14:13.461135,"Nashville, TN","Boston, MA",1094.8,16.99,18.18,Clouds,GraphHopper
2025-05-02T05:14:15.166001,"Nashville, TN","Boston, MA",1107.8,17.59,18.18,Clouds,Mapbox
2025-05-02T05:14:19.274349,"Nashville, TN","Boise, ID",1929.47,27.96,18.18,Clouds,Google
2025-05-02T05:14:21.146292,"Nashville, TN","Boise, ID",1930.5,29.88,18.18,Clouds,ORS
2025-05-02T05:14:22.331587,"Nashville, TN","Boise, ID",1928.52,27.77,18.18,Clouds,HERE
2025-05-02T05:14:23.878996,"Nashville, TN","Boise, ID",1929.3,27.29,18.18,Clouds,GraphHopper
2025-05-02T05:14:25.606630,"Nashville, TN","Boise, ID",1927.76,29.09,18.18,Clouds,Mapbox
2025-05-02T05:14:29.334365,"Nashville, TN","Portland, ME",1253.36,18.43,18.18,Clouds,Google
2025-05-02T05:14:31.229587,"Nashville, TN","Portland, ME",1227.81,21.28,18.18,Clouds,ORS
2025-05-02T05:14:32.503992,"Nashville, TN","Portland, ME",1213.7,19.71,18.18,Clouds,HERE
2025-05-02T05:14:33.949137,"Nashville, TN","Portland, ME",1193.81,18.51,18.18,Clouds,GraphHopper
2025-05-02T05:14:35.785176,"Nashville, TN","Portland, ME",1206.91,19.07,18.18,Clouds,Mapbox
2025-05-02T05:14:40.627685,"Nashville, TN","Portland, OR",2356.17,34.34,18.18,Clouds,Google
2025-05-02T05:14:42.779108,"Nashville, TN","Portland, OR",2356.04,36.79,18.18,Clouds,ORS
2025-05-02T05:14:43.952005,"Nashville, TN","Portland, OR",2355.32,34.82,18.18,Clouds,HERE
2025-05-02T05:14:45.519613,"Nashville, TN","Portland, OR",2355.61,33.41,18.18,Clouds,GraphHopper
2025-05-02T05:14:47.518423,"Nashville, TN","Portland, OR",2354.35,35.71,18.18,Clouds,Mapbox
2025-05-02T05:14:51.661967,"Salt Lake City, UT","Harrisburg, PA",2041.42,29.84,11.87,Clear,Google
2025-05-02T05:14:54.555394,"Salt Lake City, UT","Harrisburg, PA",2044.33,32.47,11.87,Clear,ORS
2025-05-02T05:14:55.794750,"Salt Lake City, UT","Harrisburg, PA",2043.01,29.65,11.83,Clear,HERE
2025-05-02T05:14:57.300700,"Salt Lake City, UT","Harrisburg, PA",2039.22,29.11,11.83,Clear,GraphHopper
2025-05-02T05:14:59.061711,"Salt Lake City, UT","Harrisburg, PA",2042.36,31.05,11.83,Clear,Mapbox
2025-05-02T05:15:02.878916,"Salt Lake City, UT","Nashville, TN",1630.6,23.73,11.83,Clear,Google
2025-05-02T05:15:04.738602,"Salt Lake City, UT","Nashville, TN",1634.44,25.61,11.86,Clear,ORS
2025-05-02T05:15:05.906497,"Salt Lake City, UT","Nashville, TN",1633.1,23.63,11.83,Clear,HERE
2025-05-02T05:15:07.348518,"Salt Lake City, UT","Nashville, TN",1627.92,23.28,11.86,Clear,GraphHopper
2025-05-02T05:15:08.898241,"Salt Lake City, UT","Nashville, TN",1636.77,24.76,11.86,Clear,Mapbox
2025-05-02T05:15:12.187156,"Salt Lake City, UT","Denver, CO",519.27,7.82,11.83,Clear,Google
2025-05-02T05:15:13.913319,"Salt Lake City, UT","Denver, CO",535.08,8.14,11.86,Clear,ORS
2025-05-02T05:15:14.996171,"Salt Lake City, UT","Denver, CO",522.12,7.64,11.83,Clear,HERE
2025-05-02T05:15:16.498410,"Salt Lake City, UT","Denver, CO",517.54,7.51,11.87,Clear,GraphHopper
2025-05-02T05:15:17.852530,"Salt Lake City, UT","Denver, CO",520.27,8.49,11.86,Clear,Mapbox
2025-05-02T05:15:22.491210,"Salt Lake City, UT","New York City, NY",2173.46,32.01,11.86,Clear,Google
2025-05-02T05:15:24.474179,"Salt Lake City, UT","New York City, NY",2178.71,34.98,11.86,Clear,ORS
2025-05-02T05:15:25.670462,"Salt Lake City, UT","New York City, NY",2174.73,31.88,11.86,Clear,HERE
2025-05-02T05:15:27.173950,"Salt Lake City, UT","New York City, NY",2172.15,31.32,11.86,Clear,GraphHopper
2025-05-02T05:15:28.990967,"Salt Lake City, UT","New York City, NY",2175.1,33.65,11.86,Clear,Mapbox
2025-05-02T05:15:32.831213,"Salt Lake City, UT","Cincinnati, OH",1633.54,23.72,11.86,Clear,Google
2025-05-02T05:15:34.706016,"Salt Lake City, UT","Cincinnati, OH",1633.74,25.84,11.86,Clear,ORS
2025-05-02T05:15:35.874643,"Salt Lake City, UT","Cincinnati, OH",1636.85,23.94,11.86,Clear,HERE
2025-05-02T05:15:37.324578,"Salt Lake City, UT","Cincinnati, OH",1649.21,23.31,11.86,Clear,GraphHopper
2025-05-02T05:15:38.847630,"Salt Lake City, UT","Cincinnati, OH",1652.05,24.79,11.86,Clear,Mapbox
2025-05-02T05:15:42.070802,"Salt Lake City, UT","Seattle, WA",839.81,12.33,11.86,Clear,Google
2025-05-02T05:15:43.909637,"Salt Lake City, UT","Seattle, WA",825.96,13.05,11.86,Clear,ORS
2025-05-02T05:15:45.015160,"Salt Lake City, UT","Seattle, WA",842.64,13.22,11.86,Clear,HERE
2025-05-02T05:15:46.444491,"Salt Lake City, UT","Seattle, WA",834.68,11.96,11.86,Clear,GraphHopper
2025-05-02T05:15:47.736793,"Salt Lake City, UT","Seattle, WA",840.95,12.93,11.83,Clear,Mapbox
2025-05-02T05:15:52.123869,"Salt Lake City, UT","Orlando, FL",2313.89,33.57,11.83,Clear,Google
2025-05-02T05:15:54.075294,"Salt Lake City, UT","Orlando, FL",2322.29,37.09,11.83,Clear,ORS
2025-05-02T05:15:55.342556,"Salt Lake City, UT","Orlando, FL",2321.84,33.74,11.86,Clear,HERE
2025-05-02T05:15:56.846555,"Salt Lake City, UT","Orlando, FL",2311.86,33.4,11.87,Clear,GraphHopper
2025-05-02T05:15:59.237540,"Salt Lake City, UT","Orlando, FL",2321.26,35.13,11.86,Clear,Mapbox
2025-05-02T05:16:03.582103,"Salt Lake City, UT","Washington, DC",2079.74,30.63,11.86,Clear,Google
2025-05-02T05:16:05.546962,"Salt Lake City, UT","Washington, DC",2080.46,33.45,11.86,Clear,ORS
2025-05-02T05:16:06.738928,"Salt Lake City, UT","Washington, DC",2100.54,30.79,11.86,Clear,HERE
2025-05-02T05:16:08.242171,"Salt Lake City, UT","Washington, DC",2078.17,29.93,11.83,Clear,GraphHopper
2025-05-02T05:16:10.161578,"Salt Lake City, UT","Washington, DC",2081.93,32.02,11.87,Clear,Mapbox
2025-05-02T05:16:14.055728,"Salt Lake City, UT","Detroit, MI",1667.48,24.08,11.83,Clear,Google
2025-05-02T05:16:16.147445,"Salt Lake City, UT","Detroit, MI",1664.06,26.14,11.87,Clear,ORS
2025-05-02T05:16:17.308720,"Salt Lake City, UT","Detroit, MI",1666.87,24.18,11.83,Clear,HERE
2025-05-02T05:16:18.784473,"Salt Lake City, UT","Detroit, MI",1662.08,23.53,11.83,Clear,GraphHopper
2025-05-02T05:16:20.371073,"Salt Lake City, UT","Detroit, MI",1665.4,25.18,11.83,Clear,Mapbox
2025-05-02T05:16:23.811008,"Salt Lake City, UT","Houston, TX",1477.16,22.32,11.83,Clear,Google
2025-05-02T05:16:25.803477,"Salt Lake City, UT","Houston, TX",1644.0,24.78,11.83,Clear,ORS
2025-05-02T05:16:27.048745,"Salt Lake City, UT","Houston, TX",1480.64,22.33,11.83,Clear,HERE
2025-05-02T05:16:28.506173,"Salt Lake City, UT","Houston, TX",1627.05,22.76,11.83,Clear,GraphHopper
2025-05-02T05:16:30.145215,"Salt Lake City, UT","Houston, TX",1481.12,24.03,11.83,Clear,Mapbox
2025-05-02T05:16:35.207557,"Salt Lake City, UT","Miami, FL",2537.76,36.79,11.83,Clear,Google
2025-05-02T05:16:37.177708,"Salt Lake City, UT","Miami, FL",2546.03,40.8,11.83,Clear,ORS
2025-05-02T05:16:38.378194,"Salt Lake City, UT","Miami, FL",2544.25,37.11,11.83,Clear,HERE
2025-05-02T05:16:39.919612,"Salt Lake City, UT","Miami, FL",2534.45,36.71,11.83,Clear,GraphHopper
2025-05-02T05:16:41.776951,"Salt Lake City, UT","Miami, FL",2544.09,38.52,11.83,Clear,Mapbox
2025-05-02T05:16:46.808419,"Salt Lake City, UT","Baltimore, MD",2086.12,30.53,11.83,Clear,Google
2025-05-02T05:16:48.855864,"Salt Lake City, UT","Baltimore, MD",2086.27,33.38,11.83,Clear,ORS
